Rule ID,Resource ID,Compliance,Exception Reason,Rule Level,Rule Info
"AwsSolutions-IAM5","ExscriboStack/ExscriboStorage/ExscriboTranscribeServiceRole/DefaultPolicy/Resource","Suppressed","[Resource::<ExscriboStorageWorkingS3BucketBC7C4ED2.Arn>/teams/*] Storage access to S3 is required for a range of services","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-RDS6","ExscriboStack/Exscribo Database/Exscribo Database/Resource","Suppressed","Database is not production, its a demo instance","Error","The RDS Aurora MySQL/PostgresSQL cluster does not have IAM Database Authentication enabled."
"AwsSolutions-RDS10","ExscriboStack/Exscribo Database/Exscribo Database/Resource","Suppressed","Database is not production, its a demo instance","Error","The RDS instance or Aurora DB cluster does not have deletion protection enabled."
"AwsSolutions-IAM5","ExscriboStack/Exscribo Bedrock KB/BedrockKBRole/Resource","Suppressed","[Resource::arn:aws:bedrock:*:051826721456:inference-profile/us.anthropic.claude-3-7-sonnet-20250219-v1:0] Cross region inference invoke","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","ExscriboStack/Exscribo Bedrock KB/BedrockKBRole/DefaultPolicy/Resource","Suppressed","[Action::s3:GetObject*] Storage access to S3 is required for a range of services","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","ExscriboStack/Exscribo Bedrock KB/BedrockKBRole/DefaultPolicy/Resource","Suppressed","[Action::s3:GetBucket*] Storage access to S3 is required for a range of services","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","ExscriboStack/Exscribo Bedrock KB/BedrockKBRole/DefaultPolicy/Resource","Suppressed","[Action::s3:List*] Storage access to S3 is required for a range of services","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","ExscriboStack/Exscribo Bedrock KB/BedrockKBRole/DefaultPolicy/Resource","Suppressed","[Action::s3:DeleteObject*] Storage access to S3 is required for a range of services","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","ExscriboStack/Exscribo Bedrock KB/BedrockKBRole/DefaultPolicy/Resource","Suppressed","[Action::s3:Abort*] Storage access to S3 is required for a range of services","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","ExscriboStack/Exscribo Bedrock KB/BedrockKBRole/DefaultPolicy/Resource","Suppressed","[Resource::<ExscriboStorageWorkingS3BucketBC7C4ED2.Arn>/teams/*] Storage access to S3 is required for a range of services","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","ExscriboStack/Exscribo Bedrock KB/BedrockKBRole/DefaultPolicy/Resource","Suppressed","[Action::kms:ReEncrypt*] CDK Created Default Policy","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","ExscriboStack/Exscribo Bedrock KB/BedrockKBRole/DefaultPolicy/Resource","Suppressed","[Action::kms:GenerateDataKey*] CDK Created Default Policy","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","ExscriboStack/Exscribo Bedrock KB/BedrockKBRole/DefaultPolicy/Resource","Suppressed","[Resource::<ExscriboStorageWorkingS3BucketBC7C4ED2.Arn>/chunk-processor/*] Storage access to S3 is required for a range of services","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM4","ExscriboStack/OpenSearchIndexCRProvider/CRRole/Resource","Suppressed","CDK CustomResource Lambda uses the AWSLambdaBasicExecutionRole AWS Managed Policy.","Error","The IAM user, role, or group uses AWS managed policies."
"AwsSolutions-L1","ExscriboStack/OpenSearchIndexCRProvider/CustomResourcesFunction/Resource","Suppressed","Lambda runtime version is managed upstream by CDK.","Error","The non-container Lambda function is not configured to use the latest runtime version."
"AwsSolutions-IAM4","ExscriboStack/OpenSearchIndexCRProvider/ProviderRole/Resource","Suppressed","CDK CustomResource Lambda uses the AWSLambdaBasicExecutionRole AWS Managed Policy.","Error","The IAM user, role, or group uses AWS managed policies."
"AwsSolutions-IAM5","ExscriboStack/OpenSearchIndexCRProvider/ProviderRole/DefaultPolicy/Resource","Suppressed","[Resource::<OpenSearchIndexCRProviderCustomResourcesFunction4F9ADEA2.Arn>:*] CDK CustomResource Provider has a wildcard to invoke any version of the specific Custom Resource function.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-L1","ExscriboStack/OpenSearchIndexCRProvider/Provider/framework-onEvent/Resource","Suppressed","Lambda runtime version is managed upstream by CDK.","Error","The non-container Lambda function is not configured to use the latest runtime version."
"AwsSolutions-IAM4","ExscriboStack/LogRetentionaae0aa3c5b4d4f87b02d85b201efdd8a/ServiceRole/Resource","Suppressed","[Policy::arn:<AWS::Partition>:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole] LogRetention CDK Default Policy","Error","The IAM user, role, or group uses AWS managed policies."
"AwsSolutions-IAM5","ExscriboStack/LogRetentionaae0aa3c5b4d4f87b02d85b201efdd8a/ServiceRole/DefaultPolicy/Resource","Suppressed","[Resource::*] LogRetention CDK Default Policy","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-L1","ExscriboStack/Exscribo Statemachines Lambdas/StepFunctionLambdaFunction/Resource","Suppressed","The Lambda function is designed for .NET 8 which is the latest runtime for this application","Error","The non-container Lambda function is not configured to use the latest runtime version."
"AwsSolutions-IAM5","ExscriboStack/Transcription Workflow/TranscriptionWorkflow/Role/DefaultPolicy/Resource","Suppressed","CDK created role for StepFunction","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","ExscriboStack/Transcription Workflow/TranscriptionWorkflow/Role/DefaultPolicy/Resource","Suppressed","CDK created role for StepFunction","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","ExscriboStack/CustomModel Workflow/CustomModelTrainingWorkflow/Role/DefaultPolicy/Resource","Suppressed","CDK created role for StepFunction","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","ExscriboStack/CustomModel Workflow/CustomModelTrainingWorkflow/Role/DefaultPolicy/Resource","Suppressed","CDK created role for StepFunction","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","ExscriboStack/CustomModel Workflow/CustomModelTrainingWorkflow/Role/DefaultPolicy/Resource","Suppressed","CDK created role for StepFunction","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","ExscriboStack/Prompt Workflow/PromptProcessingWorkflow/Role/DefaultPolicy/Resource","Suppressed","CDK created role for StepFunction","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","ExscriboStack/Prompt Workflow/PromptProcessingWorkflow/Role/DefaultPolicy/Resource","Suppressed","CDK created role for StepFunction","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","ExscriboStack/Custom Vocabulary Workflow/CustomVocabularyProcessingWorkflow/Role/DefaultPolicy/Resource","Suppressed","CDK created role for StepFunction","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","ExscriboStack/Custom Vocabulary Workflow/CustomVocabularyProcessingWorkflow/Role/DefaultPolicy/Resource","Suppressed","CDK created role for StepFunction","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","ExscriboStack/Seal Meeting Workflow/SealMeetingProcessingWorkflow/Role/DefaultPolicy/Resource","Suppressed","CDK created role for StepFunction","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","ExscriboStack/Seal Meeting Workflow/SealMeetingProcessingWorkflow/Role/DefaultPolicy/Resource","Suppressed","CDK created role for StepFunction","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-L1","ExscriboStack/Exscribo Api/ExscriboAPILambda/Resource","Suppressed","The Lambda function is designed for .NET 8 which is the latest runtime for this application","Error","The non-container Lambda function is not configured to use the latest runtime version."
"AwsSolutions-APIG2","ExscriboStack/Exscribo Api/ExscriboAPI/Resource","Suppressed","Request validation is performed by the AspNet Framework","Error","The REST API does not have request validation enabled."
"AwsSolutions-IAM4","ExscriboStack/Exscribo Api/ExscriboAPI/CloudWatchRole/Resource","Suppressed","[Policy::arn:<AWS::Partition>:iam::aws:policy/service-role/AmazonAPIGatewayPushToCloudWatchLogs] API Gateway Push to CloudWatch Policy is good for a demo/prototype platform","Error","The IAM user, role, or group uses AWS managed policies."
